name,category,city,district,parcelAddress,roadAddress,roadPostal,districtPostal,latitude,longitude,xCoordinate,yCoordinate
매취랑 동대문점,한식,서울특별시,중구,서울특별시 중구 을지로6가 18-137,"서울특별시 중구 장충단로 249-10, 2층 (을지로6가)",4564,100-851,37.56749810168000,127.00775643133200,200614.497822789,451667.793301393
BLUE BOX(블루박스),기타,서울특별시,노원구,서울특별시 노원구 공릉동 334-3,서울특별시 노원구 공릉로 127 (공릉동),1837,139-802,37.62165796137520,127.0788353880460,206888.278816502,457681.129401558
치카바,일식,서울특별시,송파구,서울특별시 송파구 가락동 84-6,"서울특별시 송파구 송이로20길 12-1, 1층 101호 (가락동)",5712,138-803,37.49607930028220,127.11996353057800,210536.379531854,443748.684430769
오고보,경양식,서울특별시,송파구,서울특별시 송파구 방이동 57 One57빌당,"서울특별시 송파구 올림픽로34길 27-23, One57빌딩 2층 201호 (방이동)",5547,138-828,37.51533319596560,127.11206444574400,209835.419891828,445884.536808795
또봉이통닭 가락본동점,호프/통닭,서울특별시,송파구,서울특별시 송파구 가락동 46-11 문종빌딩,"서울특별시 송파구 오금로36길 64, 문종빌딩 1층 (가락동)",5706,138-801,37.499038226821200,127.12176128291300,210694.913956667,444077.25458923
대치동그집1981,한식,서울특별시,강동구,서울특별시 강동구 성내동 537-3,"서울특별시 강동구 성내로5길 31, 1층 101호 (성내동)",5392,134-850,37.53146195576240,127.12389941858300,210879.251613939,447675.739670456
왔따쪽갈비,한식,서울특별시,강동구,서울특별시 강동구 천호동 46-28,"서울특별시 강동구 천중로43길 55, 1층 102호 (천호동)",5315,134-861,37.54375963473100,127.14131467204300,212416.334313854,449042.643309731
서촌 곳간,한식,서울특별시,종로구,서울특별시 종로구 필운동 146-1 아이에스빌딩 1층,"서울특별시 종로구 필운대로 6-1, 아이에스빌딩 1층 (필운동)",3041,110-044,37.57685808979360,126.96941767912500,197228.18297893,452706.97234696
컴플리트커피,기타,서울특별시,중랑구,서울특별시 중랑구 면목동 198-27,"서울특별시 중랑구 중랑천로 67, 1층 (면목동)",2118,131-823,37.59138463232620,127.07291283123900,206368.067800804,454321.062421746
복림문,중국식,서울특별시,중구,서울특별시 중구 황학동 450,"서울특별시 중구 퇴계로87길 43-15, 1층 (황학동)",4576,100-869,37.56768972777360,127.02030009022000,201722.540160044,451689.215255174
카페 라,기타,서울특별시,중구,서울특별시 중구 장충동2가 202,"서울특별시 중구 동호로 249, 지하1층 (장충동2가)",4605,100-856,37.55695240601040,127.00604773709000,200463.625303538,450497.460903907
역전우동0410 숙대입구점,일식,서울특별시,용산구,서울특별시 용산구 청파동3가 22-2,"서울특별시 용산구 청파로 277, 1층 (청파동3가)",4313,140-133,37.54452694886300,126.97051294525000,197323.765241203,449118.950056912
끼(KKI),"외국음식전문점(인도,태국등)",서울특별시,용산구,서울특별시 용산구 용산동2가 1-510,"서울특별시 용산구 신흥로 97-6, 2층 (용산동2가)",4337,140-833,37.54538847456260,126.98487737005700,198593.055505142,449214.246833049
마라공방,중국식,서울특별시,구로구,서울특별시 구로구 고척동 76-153,"서울특별시 구로구 중앙로6길 50, 2층 (고척동)",8223,152-826,37.50029169476900,126.8665750754810,188132.565624313,444217.948267109
뮤지컬펍넘버스테이지,기타,서울특별시,강남구,서울특별시 강남구 역삼동 817-18,"서울특별시 강남구 강남대로96길 15, 지하1층 (역삼동)",6129,135-931,37.50028660721560,127.02825579682700,202427.491136113,444209.275456205
차선책서울,기타,서울특별시,강남구,서울특별시 강남구 신사동 657-41,"서울특별시 강남구 선릉로155길 14, 1층,2층 (신사동)",6018,135-897,37.525743374196700,127.03862477832200,203343.124013264,447034.668578334
아가젤라또(성수),기타,서울특별시,성동구,서울특별시 성동구 성수동2가 316-31,"서울특별시 성동구 연무장길 41-19, 지1층 B101호 (성수동2가)",4782,133-835,37.54357622904020,127.05410765565100,204710.448654378,449014.347240596
단골손님 상봉점,한식,서울특별시,중랑구,서울특별시 중랑구 상봉동 89-1,"서울특별시 중랑구 망우로50길 15, 1층 101호 (상봉동)",2149,131-859,37.59664975885370,127.08922116113100,207807.657649212,454906.600906178
고기반햄반 김치찌개&김치찜,한식,서울특별시,성동구,서울특별시 성동구 금호동3가 1302,"서울특별시 성동구 장터길 21-1, 1층 (금호동3가)",4724,133-807,37.54866865838480,127.01835643316300,201551.241518861,449578.294363659
향래원마라탕,중국식,서울특별시,동대문구,서울특별시 동대문구 제기동 714-18,"서울특별시 동대문구 고산자로 511-1, 1층 (제기동)",2478,130-864,37.585642202011200,127.03827455024200,203309.519200543,453682.00124782
유유(uu),경양식,서울특별시,중랑구,서울특별시 중랑구 면목동 91-1 103호,"서울특별시 중랑구 봉우재로 146, 103호 (면목동)",2155,131-817,37.593305088976,127.08909316907100,207796.704807233,454535.408914871
별관,한식,서울특별시,성북구,서울특별시 성북구 동선동1가 85-38,"서울특별시 성북구 동소문로24길 31, 지하1층 (동선동1가)",2845,136-051,37.59247829703330,127.01896883157600,201604.411431914,454440.144465121
한성돼,식육(숯불구이),서울특별시,성북구,서울특별시 성북구 동소문동2가 285,"서울특별시 성북구 동소문로2길 63, 1층 (동소문동2가)",2860,136-032,37.58908804245770,127.00946255034500,200764.987289261,454063.784728318
도쿄술집(성신여대점),기타,서울특별시,성북구,서울특별시 성북구 동선동3가 1,"서울특별시 성북구 동소문로26가길 3, 지상1층 (동선동3가)",2845,136-053,37.594680553946900,127.01952521976300,201653.494954375,454684.553804488
현방오백소갈비살,한식,서울특별시,도봉구,서울특별시 도봉구 쌍문동 19-2,"서울특별시 도봉구 도당로2길 7, 1층 (쌍문동)",1393,132-858,37.659662495167200,127.03547515263300,203059.25895531,461896.491182226
더피자 은평점,한식,서울특별시,은평구,서울특별시 은평구 대조동 211-10,"서울특별시 은평구 역말로9가길 15, 1층 (대조동)",3389,122-843,37.612998547601900,126.92025195856400,192889.101538864,456720.317606803
소담유부,일식,서울특별시,성북구,서울특별시 성북구 하월곡동 21-78,"서울특별시 성북구 화랑로13길 28, 1층 (하월곡동)",2748,136-865,37.604802012472600,127.04229297337,203663.461928421,455808.447873565
토쿠이,일식,서울특별시,마포구,서울특별시 마포구 연남동 224-18,"서울특별시 마포구 동교로 282, 지1층 (연남동)",3981,121-865,37.56439685947280,126.9266575591690,193450.339922795,451326.189406923
도시피자 상암점,경양식,서울특별시,서대문구,서울특별시 서대문구 북가좌동 371-12 국제빌딩,"서울특별시 서대문구 수색로 144, 국제빌딩 지1층 105호 (북가좌동)",3714,120-816,37.57552889552990,126.90524368463400,191559.918118738,452563.291844785
몽란,기타,서울특별시,성북구,서울특별시 성북구 동선동4가 122-4,"서울특별시 성북구 동소문로 129-1, 1~3층 (동선동4가)",2829,136-054,37.594680518278900,127.01870102216000,201580.715751086,454684.535654679
옥자 성수,기타,서울특별시,성동구,서울특별시 성동구 성수동2가 273-13 태광산업,"서울특별시 성동구 연무장15길 11, 태광산업 가(C)동 2층 C202호 (성수동2가)",4783,133-831,37.542729772415200,127.05927979866000,205167.535545926,448920.682564138
전주밥차,한식,서울특별시,마포구,서울특별시 마포구 염리동 168-9 재화스퀘어,"서울특별시 마포구 독막로 311, 재화스퀘어 지하1층 B113호 (염리동)",4156,121-874,37.544195416614100,126.94753062207100,195292.972627854,449083.060282147
하봉참치스시,일식,서울특별시,마포구,서울특별시 마포구 공덕동 242-71 소담빌딩,"서울특별시 마포구 마포대로12길 36, 소담빌딩 2층 (공덕동)",4211,121-803,37.547514054840100,126.95466885834900,195923.907373498,449451.016170423
충당,기타,서울특별시,마포구,서울특별시 마포구 합정동 388-10,"서울특별시 마포구 월드컵로3길 31-8, 2층 (합정동)",4025,121-885,37.55023464707390,126.91089184139000,192056.110506184,449755.735416763
중국집입니다,중국식,서울특별시,강남구,서울특별시 강남구 삼성동 8-2 브라운스톤 레전드,"서울특별시 강남구 선릉로 660, 지하1층 B110호,B111호 키친42강남구청점 10호 (삼성동, 브라운스톤 레전드)",6088,135-864,37.515752984155700,127.04238438476800,203675.905036013,445926.119732235
봉구스 밥버거,한식,서울특별시,강서구,서울특별시 강서구 등촌동 510-12 1층,"서울특별시 강서구 등촌로51길 9, 1층 (등촌동)",7668,157-836,37.54897055137460,126.86278460496200,187805.358954027,449620.603490632
모루야,일식,서울특별시,강서구,서울특별시 강서구 마곡동 799-3 문영 퀸즈파크12차,"서울특별시 강서구 공항대로 194, 문영 퀸즈파크12차 1층 111호 (마곡동)",7631,157-210,37.559223376346600,126.82903791872600,184825.676320005,450763.336622561
브리즈커피,기타,서울특별시,구로구,서울특별시 구로구 구로동 685-216,"서울특별시 구로구 구일로4길 29, 1층 (구로동)",8324,152-868,37.4919205915891,126.87587417664500,188953.508733624,443287.8318629
불타는 포차,호프/통닭,서울특별시,구로구,서울특별시 구로구 신도림동 292-45,"서울특별시 구로구 신도림로11다길 6, 1층 (신도림동)",8205,152-886,37.5093508680415,126.87820631191900,189162.246074747,445221.889843094
힘내 커피,기타,서울특별시,영등포구,서울특별시 영등포구 당산동1가 77-3,"서울특별시 영등포구 영신로37길 13-1, 1층 (당산동1가)",7267,150-800,37.52144147804120,126.899624328724,191057.124646878,446561.399943347
김밥오리진(Origin),분식,서울특별시,영등포구,서울특별시 영등포구 여의도동 44-5,"서울특별시 영등포구 여의대방로69길 19, 1층 110호 (여의도동)",7333,150-890,37.520804176077300,126.93045126525500,193781.852246267,446488.190917868
네오,김밥(도시락),서울특별시,관악구,서울특별시 관악구 신림동 706-25,"서울특별시 관악구 난곡로35길 7, 1층 (신림동)",8858,151-881,37.472908812152500,126.91836652735600,192709.023153285,441173.863995177
두레유,한식,서울특별시,종로구,서울특별시 종로구 평창동 193-1 전진빌딩,"서울특별시 종로구 평창문화로 84, 전진빌딩 2층 (평창동)",3011,110-847,37.60670045820900,126.97059105426500,197332.885550763,456018.751573648
스타주점,정종/대포집/소주방,서울특별시,관악구,서울특별시 관악구 봉천동 871-73,"서울특별시 관악구 봉천로 459, 지1층 (봉천동)",8745,151-822,37.482762091512300,126.9511155016400,195606.1423178,442265.29751879
카츠오도 낙성대점,일식,서울특별시,관악구,서울특별시 관악구 봉천동 1644-6,"서울특별시 관악구 인헌3길 5, 1층 104호 (봉천동)",8795,151-814,37.4746406459186,126.9672536716420,197033.003298433,441363.391202842
돌쇠 솥뚜껑,기타,서울특별시,성북구,서울특별시 성북구 장위동 76-191,"서울특별시 성북구 장월로26길 7, 지층 및 1층 (장위동)",2766,136-827,37.61756057246160,127.05076471703400,204410.688317294,457224.722187291
구룡관 혜화본점,중국식,서울특별시,종로구,서울특별시 종로구 명륜2가 21-14,"서울특별시 종로구 창경궁로 258-5, 지상 1층 (명륜2가)",3077,110-522,37.584228403746400,127.00048578782100,199972.250210331,453524.442402278
두번먹는 명인김치찜,한식,서울특별시,서초구,서울특별시 서초구 방배동 864-37 지하1층,"서울특별시 서초구 도구로 119-2, 지하1층 (방배동)",6569,137-838,37.48742123814680,126.98584182644400,198677.25337663,442781.291554296
삼호령 김치찜,한식,서울특별시,서초구,서울특별시 서초구 방배동 864-37 지하1층,"서울특별시 서초구 도구로 119-2, 지하1층 (방배동)",6569,137-838,37.48742123814680,126.98584182644400,198677.25337663,442781.291554296
마당재 한우국밥,한식,서울특별시,서초구,서울특별시 서초구 서초동 1357-70 대원빌딩,"서울특별시 서초구 강남대로43길 12, 1층 (서초동)",6729,137-862,37.48788043771900,127.03157933350000,202721.790229726,442832.591039646
호앙비엣 강남역점,"외국음식전문점(인도,태국등)",서울특별시,강남구,서울특별시 강남구 역삼동 617-4,"서울특별시 강남구 강남대로102길 31, 지상1층 1호,2호 (역삼동)",6124,135-907,37.50329742345800,127.02775097809900,202382.762147792,444543.388482475
히노노리 갤러리아백화점점,일식,서울특별시,강남구,서울특별시 강남구 압구정동 494 갤러리아백화점,"서울특별시 강남구 압구정로 343, 갤러리아백화점 지하1층 (압구정동)",6008,135-902,37.528760781941400,127.04007145995900,203470.848439305,447369.579851952
밀회관 역삼점,경양식,서울특별시,강남구,서울특별시 강남구 역삼동 677 서울철강빌딩,"서울특별시 강남구 테헤란로33길 18, 서울철강빌딩 지상1층 (역삼동)",6142,135-915,37.50320707694710,127.03934033977800,203407.393009297,444533.718771768
파스타 파는 남자,경양식,서울특별시,강남구,서울특별시 강남구 역삼동 661,"서울특별시 강남구 언주로103길 27, 지하1층 (역삼동)",6137,135-913,37.506370191997900,127.03790608237700,203280.450353754,444884.695313788
신명떡볶이 암사본점,분식,서울특별시,강동구,서울특별시 강동구 암사동 455-43 햇살담은채,"서울특별시 강동구 고덕로24길 32, 1층 101호 (암사동, 햇살담은채)",5254,134-858,37.55346209397900,127.13542734914000,211894.569145406,450118.623756386
오육 석관점,한식,서울특별시,성북구,서울특별시 성북구 석관동 65-36,"서울특별시 성북구 한천로71길 13-5, 1층 (석관동)",2784,136-816,37.60925713125510,127.0633564133630,205522.847804041,456303.894848831
매우당 천호점,한식,서울특별시,강동구,서울특별시 강동구 성내동 226-28,"서울특별시 강동구 풍성로37가길 30, 1층 (성내동)",5388,134-842,37.53314905440650,127.12794043629800,211236.134779636,447863.441969186
파스타에 반하다 & 볶음밥도사 은평구점,경양식,서울특별시,은평구,서울특별시 은평구 대조동 171-6 명진하이빌,"서울특별시 은평구 연서로18길 34, 1층 101호 (대조동, 명진하이빌)",3393,122-841,37.61206937791510,126.92121772973500,192974.27382546,456617.128146224
착한돈까스 훔친고기,한식,서울특별시,강동구,서울특별시 강동구 고덕동 210-1 고덕센트럴푸르지오,"서울특별시 강동구 고덕로 399, 메가스퀘어동 B126호 (고덕동, 고덕센트럴푸르지오)",5222,134-801,37.55791664153780,127.17008935141400,214956.131343654,450617.923583608
순수순 부대찌개&닭갈비,한식,서울특별시,영등포구,서울특별시 영등포구 여의도동 12-1 삼도오피스텔,"서울특별시 영등포구 은행로 58, 지하층 105호, 106호 (여의도동, 삼도오피스텔)",7241,150-869,37.530162787442400,126.92486943110500,193289.310384283,447527.152620774
마장동고기집 답십리역점,한식,서울특별시,동대문구,서울특별시 동대문구 답십리동 70-19,"서울특별시 동대문구 전농로 96-1, 1층 (답십리동)",2538,130-883,37.573793460765200,127.05774994908900,205030.262510537,452367.931822965
돈카츠식탁,경양식,서울특별시,양천구,서울특별시 양천구 목동 750-4 목동프라자,"서울특별시 양천구 목동중앙본로 36, 목동프라자 1층 103호 (목동)",7975,158-816,37.53980229981080,126.86936376119600,188385.252127565,448602.31391206
서울브루어리 성수 탭룸,기타,서울특별시,성동구,서울특별시 성동구 성수동2가 310-53,"서울특별시 성동구 연무장길 28-12, 2층 (성수동2가)",4781,133-827,37.54326291923000,127.05233460794200,204553.795077999,448979.490026691
육회바른연어 위례점,한식,서울특별시,송파구,서울특별시 송파구 장지동 897 위례중앙푸르지오1단지,"서울특별시 송파구 위례광장로 120, 상가동 111호 (장지동, 위례중앙푸르지오1단지)",5852,138-926,37.474998699347900,127.14159540712600,212452.558599859,441411.906445707
영앤리치푸드,한식,서울특별시,성북구,서울특별시 성북구 돈암동 609-1 한신한진아파트,"서울특별시 성북구 성북로4길 52, 제411동 제1층 3101호 (돈암동, 한신한진아파트)",2831,136-753,37.59501461880940,127.01033228997900,200841.726990037,454721.505180141
서촌 기와집,분식,서울특별시,종로구,서울특별시 종로구 필운동 204-2번지,서울특별시 종로구 자하문로1길 35 (필운동),3041,110044,37.576712902306500,126.97025684645100,197302.296489158,452690.835506396
육주간,한식,서울특별시,중구,서울특별시 중구 회현동3가 11-3 세대빌딩,"서울특별시 중구 퇴계로 108, 세대빌딩 1층 (회현동3가)",4631,100-053,37.56068810994440,126.98373848885200,198492.730625257,450912.159237941
태화당.,한식,서울특별시,광진구,서울특별시 광진구 구의동 248-12,"서울특별시 광진구 아차산로51길 98, 2층 (구의동)",5040,143-826,37.54146782019070,127.0856112665750,207494.428053056,448782.409092603
로컬팟,기타,서울특별시,마포구,서울특별시 마포구 서교동 453-13,"서울특별시 마포구 월드컵북로7길 38, 1층 (서교동)",3999,121-841,37.55796036447480,126.91599063107500,192507.390746607,450612.687611164
드렁킨타이 목동점,"외국음식전문점(인도,태국등)",서울특별시,양천구,서울특별시 양천구 목동 908-29 하이베라스 110호,"서울특별시 양천구 목동서로 37, 하이베라스 1층 110호 (목동)",7984,158-878,37.53768146519100,126.88168244349400,189473.530827695,448365.502006523
회가대표 초밥24,일식,서울특별시,금천구,서울특별시 금천구 독산동 1156 금천롯데캐슬골드파크4차,"서울특별시 금천구 시흥대로 315, 금천롯데캐슬골드파크4차 104호 (독산동)",8608,153-010,37.461286232280400,126.89679688929700,190799.832998673,439885.941303087
무의도바다손칼국수,한식,서울특별시,영등포구,서울특별시 영등포구 대림동 856-8,"서울특별시 영등포구 디지털로 407, 1층 (대림동)",7429,150-818,37.493213100457500,126.90365974943000,191410.5801213,443428.370177829
치카라 돈이찌,일식,서울특별시,강남구,서울특별시 강남구 압구정동 494 갤러리아백화점,"서울특별시 강남구 압구정로 343, 갤러리아백화점 지하1층 (압구정동)",6008,135-902,37.528760781941400,127.04007145995900,203470.848439305,447369.579851952
알리바바 쏙쏙김밥 종로타워점,분식,서울특별시,종로구,서울특별시 종로구 종로2가 6번지 종로타워,"서울특별시 종로구 종로 51, 종로타워 지하2층 B201호 (종로2가)",3161,110122,37.57065423303190,126.9838725441820,198504.772723631,452018.161511911
청춘일번지,호프/통닭,서울특별시,종로구,서울특별시 종로구 낙원동 198 금강빌딩,"서울특별시 종로구 수표로 108, 금강빌딩 지하1층 (낙원동)",3139,110-320,37.57110303711980,126.98952594826400,199004.15226816,452067.89327956
밀카페 우프,기타,서울특별시,마포구,서울특별시 마포구 창전동 444 서강쌍용예가,"서울특별시 마포구 독막로 147-7, 서강쌍용예가 104호 (창전동)",4069,121-892,37.54856445292140,126.92944212659100,193694.991688366,449568.977982811
꾸브라꼬 숯불두마리치킨 미아점,호프/통닭,서울특별시,강북구,서울특별시 강북구 미아동 323-48 다원힐스빌,"서울특별시 강북구 도봉로29길 25-2, 1층 101호 (미아동, 다원힐스빌)",1177,142-815,37.62050975808600,127.02676425945500,202291.931915579,457551.158252876
라사천마라탕 대림점,중국식,서울특별시,영등포구,서울특별시 영등포구 대림동 864-32 대성빌딩,"서울특별시 영등포구 디지털로 398, 대성빌딩 1층 104호 (대림동)",7438,150-818,37.49228460397060,126.90316528546000,191366.751314427,443325.375451909
주식회사 해담채여의도,한식,서울특별시,영등포구,서울특별시 영등포구 여의도동 16-2 중소기업중앙회,"서울특별시 영등포구 은행로 30, 중소기업중앙회 신관1층 110호 (여의도동)",7242,150-740,37.528388867428000,126.92272432058000,193099.563598351,447330.445753577
남영동 양문 성수역점,기타,서울특별시,성동구,서울특별시 성동구 성수동2가 325-2 서울숲한라시그마벨리,"서울특별시 성동구 성수이로 51, 1층 103A,103B호 (성수동2가)",4781,133-827,37.540464257260200,127.05510013246900,204798.346778805,448669.043360044
제육의 법칙,경양식,서울특별시,강남구,서울특별시 강남구 논현동 123-1,"서울특별시 강남구 학동로6길 3, 지상1층 (논현동)",6111,135-822,37.51163406172510,127.02375770834700,202029.487578948,445468.455827297
브로콜리,분식,서울특별시,성북구,서울특별시 성북구 장위동 214-30 1층,"서울특별시 성북구 돌곶이로39길 9, 1층 (장위동)",2754,136-833,37.6177469807522,127.04708174331600,204085.559692594,457245.242612465
해월,일식,서울특별시,영등포구,서울특별시 영등포구 문래동2가 14-12,"서울특별시 영등포구 도림로 439-1, 1층 (문래동2가)",7290,150-092,37.514528800529500,126.89403094327900,190561.856890846,445794.808189556
고기주방,식육(숯불구이),서울특별시,영등포구,서울특별시 영등포구 당산동6가 311-1 유니언타운,"서울특별시 영등포구 당산로 241, 유니언타운 1층 101호 (당산동6가)",7222,150-809,37.535368868484400,126.90244675741000,191308.21419306,448106.7377888
만석계,한식,서울특별시,송파구,서울특별시 송파구 문정동 620 송파 푸르지오시티,"서울특별시 송파구 새말로 62, 송파 푸르지오시티 상가 1층 142호 (문정동)",5841,138-888,37.48095646914000,127.12127521999100,210654.50616628,442070.575741668
카페 아이엠티 시청2청사점,기타,서울특별시,중구,서울특별시 중구 서소문동 85-3 1층 101-2호,"서울특별시 중구 서소문로 124, 1층 101-2호 (서소문동)",4514,100-814,37.563284761745400,126.9752148547750,197739.803508714,451200.496953953
시올돈 왕십리점,한식,서울특별시,성동구,서울특별시 성동구 행당동 268 왕십리가축병원,"서울특별시 성동구 왕십리로 295, 1층 (행당동)",4744,133-867,37.56062642220240,127.03575076115700,203087.666475672,450905.750645406
노모어피자 왕십리점,한식,서울특별시,성동구,서울특별시 성동구 상왕십리동 811 텐즈힐,"서울특별시 성동구 마장로 137, 221동 1층 1109호 (상왕십리동, 텐즈힐)",4700,133-010,37.56956648780480,127.02473075246800,202113.869605464,451897.581865192
길포차,한식,서울특별시,마포구,서울특별시 마포구 공덕동 115-25,"서울특별시 마포구 만리재로 80-4, 지1층 (공덕동)",4185,121-801,37.54791372561610,126.95880461550300,196289.357770092,449495.198792649
오르조르브텀 여의도(orzo le beau temps),경양식,서울특별시,영등포구,서울특별시 영등포구 여의도동 43 미원빌딩,"서울특별시 영등포구 국제금융로 70, 미원빌딩 1층 109호 (여의도동)",7333,150-733,37.52162845077960,126.93064390833800,193798.948251805,446579.652565611
야키토리잔잔 마곡점,정종/대포집/소주방,서울특별시,강서구,서울특별시 강서구 마곡동 795-6 뉴골든타워,"서울특별시 강서구 마곡중앙6로 89, 뉴골든타워 1층 104-1,105-1,105-2호 (마곡동)",7803,157-210,37.56038826254320,126.8372828392990,185554.299381324,450891.312361248
홍미집 신림직영점,한식,서울특별시,관악구,서울특별시 관악구 신림동 1641-10,"서울특별시 관악구 신림로 322-1, 1층 (신림동)",8777,151-930,37.48336215533230,126.93010443022900,193748.074171906,442333.077344404
일미락본점,분식,서울특별시,양천구,서울특별시 양천구 목동 406-74 1층,"서울특별시 양천구 목동동로 226-15, 1층 (목동)",8000,158-806,37.52574178694360,126.87298036378400,188702.723254513,447041.496007197
족발 참 잘하는 집,한식,서울특별시,도봉구,서울특별시 도봉구 창동 10 105호,"서울특별시 도봉구 노해로69길 15-15, 1층 105호 (창동)",1414,132-898,37.652995863091000,127.04993128469500,204335.057042232,461157.210858518
지코바 불광점,한식,서울특별시,은평구,서울특별시 은평구 불광동 168-1 1층,"서울특별시 은평구 불광로 197, 1층 (불광동)",3346,122-852,37.62397413599060,126.92972631623100,193726.434038633,457937.684519889
무탈(MUTAL),"외국음식전문점(인도,태국등)",서울특별시,강남구,서울특별시 강남구 신사동 663-3,"서울특별시 강남구 압구정로50길 27, 지상2층 201호 (신사동)",6018,135-897,37.526698589586800,127.03788208802300,203277.439911786,447140.64809885
수성,한식,서울특별시,강서구,서울특별시 강서구 마곡동 776-2 외 1필지 마곡센트럴대방디엠시티오피스텔 (지상 2층) 205-1호,"서울특별시 강서구 양천로 344, 2층 205-1호 (마곡동, 가양 1동 마곡센트럴대방디엠시티오피스텔)",7791,157-210,37.56849678110620,126.84035497462900,185827.239418328,451790.699502971
정글,한식,서울특별시,종로구,서울특별시 종로구 익선동 123-2,"서울특별시 종로구 삼일대로30길 46, 2층 (익선동)",3133,110-340,37.57442031566530,126.99020216550100,199063.924702653,452436.026382605
207다이닝,경양식,서울특별시,성동구,서울특별시 성동구 성수동1가 656-659,"서울특별시 성동구 성수일로1길 12-12, 지1층 (성수동1가)",4779,133-823,37.542314838075800,127.04755326793000,204131.349876147,448874.05497367
마초갈비,한식,서울특별시,영등포구,서울특별시 영등포구 여의도동 14-21,"서울특별시 영등포구 국회대로 780, 1층 112호 (여의도동, 엘지여의도에클라트)",7237,150-871,37.53012261946690,126.91917456212300,192785.997964211,447523.1165117
태양,한식,서울특별시,강동구,서울특별시 강동구 암사동 501-20,"서울특별시 강동구 올림픽로 778-7, 1층 104호 (암사동)",5264,134-859,37.55072731659700,127.1282474198910,211260.620620263,449814.244258699
소담옥,한식,서울특별시,마포구,서울특별시 마포구 신공덕동 14-15,"서울특별시 마포구 만리재옛길 12-1, 1층 (신공덕동)",4209,121-851,37.545433453912900,126.9548895454900,195943.294277932,449220.109768241
TARTAN HOUSE 타탄하우스,기타,서울특별시,성동구,서울특별시 성동구 금호동3가 412,"서울특별시 성동구 독서당로 295-1, 3층 (금호동3가)",4730,133-805,37.54858918113830,127.02198078783600,201871.482216012,449569.540265379
82키친푸드2,한식,서울특별시,성동구,서울특별시 성동구 홍익동 278-19,"서울특별시 성동구 무학로6길 33, 2층 201호 (홍익동)",4708,133-880,37.56529745709980,127.03380995725900,202916.027331497,451424.06305151
장수상회,한식,서울특별시,강남구,서울특별시 강남구 역삼동 643-14,"서울특별시 강남구 테헤란로25길 15-10, 지하1층 (역삼동)",6131,135-910,37.501990958608500,127.03450485580500,202979.930975018,444398.595688544
스타벅스종로R,기타,서울특별시,종로구,서울특별시 종로구 종로2가 6 종로타워,"서울특별시 종로구 종로 51, 종로타워 1~2층 101,2층전체호 (종로2가)",3161,110-122,37.57065423303190,126.9838725441820,198504.772723631,452018.161511911
국수미가 가락점,한식,서울특별시,송파구,서울특별시 송파구 가락동 70 영남빌딩,"서울특별시 송파구 중대로9길 53, 영남빌딩 1층 105호 (가락동)",5707,138-802,37.497826402233300,127.1194879294230,210494.082619505,443942.516227487
동궈샤오휘양 샤브,중국식,서울특별시,영등포구,서울특별시 영등포구 대림동 713-7 지상2층,"서울특별시 영등포구 도림로39길 21 (대림동, 지상2층)",7415,150-814,37.49480945365980,126.89792684271800,190903.853517666,443606.064176681
화양회관,한식,서울특별시,광진구,서울특별시 광진구 화양동 41-8,"서울특별시 광진구 동일로 146, 1층 (화양동)",5014,143-917,37.54553796084710,127.06609815061400,205769.819136098,449232.720673673
피드백(FEEDBACK),기타,서울특별시,송파구,서울특별시 송파구 석촌동 173-8,"서울특별시 송파구 백제고분로 349, 가동 1층 6,7호 (석촌동)",5615,138-844,37.50477063032460,127.10493605993900,209206.590522133,444711.630583279
계동치킨,한식,서울특별시,마포구,서울특별시 마포구 노고산동 54-7,"서울특별시 마포구 신촌로12가길 34 (노고산동, 1층 일부)",4057,121-807,37.55549437524600,126.9343542112430,194129.555185656,450337.716045667
멜팅소울,일식,서울특별시,중구,서울특별시 중구 소공동 1 롯데백화점 본점,"서울특별시 중구 남대문로 81, 롯데백화점 본점 지하1층 (소공동)",4533,100-070,37.565013296436500,126.98109903810700,198259.65357739,451392.198218657
주식회사 호랑이 도삭면 광화문,한식,서울특별시,종로구,서울특별시 종로구 청진동 179-1 지상1층,"서울특별시 종로구 종로3길 24-17 (청진동,지상1층)",3156,110-130,37.571947922807200,126.97974271914700,198140.011322724,452161.804408159
일미락본점,한식,서울특별시,양천구,서울특별시 양천구 목동 406-126 1층,"서울특별시 양천구 목동동로 226-16, 1층 (목동)",8000,158-806,37.52562181668500,126.8729592734550,188700.841100582,447028.184755201
둘둘치킨(신풍?대림),호프/통닭,서울특별시,영등포구,서울특별시 영등포구 대림동 700-1 기영빌딩,"서울특별시 영등포구 대림로 154, 기영빌딩 1층 110호 (대림동)",7422,150-814,37.494993892020000,126.9004184072790,191124.182011873,443626.294389029
펀비어킹,일식,서울특별시,관악구,서울특별시 관악구 신림동 1434-20 늘푸른빌딩,"서울특별시 관악구 신림동5길 48, 늘푸른빌딩 지하1층 (신림동)",8760,151-892,37.485295766308000,126.92756035405700,193523.257012005,442547.831578485
타키,한식,서울특별시,구로구,"서울특별시 구로구 신도림동 338 푸르지오2차(경인로244) 1층 106,107호","서울특별시 구로구 경인로67길 23, 106,107호 (신도림동,푸르지오2차(경인로244) 1층)",8208,152-887,37.51069227823930,126.88944991074300,190156.399992266,445369.517787461
